sim_id,nFlows,nRouters,coredelay,nGroups,fwin,thp,retr,timeout,redun,fmaxcount,lossr,effrec,fr,lostret,fmax
tcprouter,20,3,25,3,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,75
tcprouter,20,3,25,5,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,75
tcprouter,20,3,25,7,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,75
tcprouter,20,3,25,9,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,75
tcprouter,20,3,25,1,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,100
tcprouter,20,3,25,3,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,100
tcprouter,20,3,25,5,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,100
tcprouter,20,3,25,7,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,100
tcprouter,20,3,25,9,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,100
tcprouter,20,3,5,1,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,10
tcprouter,20,3,5,3,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,10
tcprouter,20,3,5,5,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,10
tcprouter,20,3,5,7,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,10
tcprouter,20,3,5,9,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,10
tcprouter,20,3,5,1,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,20
tcprouter,20,3,5,3,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,20
tcprouter,20,3,5,5,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,20
tcprouter,20,3,5,7,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,20
tcprouter,20,3,5,9,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,20
tcprouter,20,3,5,1,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,50
tcprouter,20,3,5,3,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,50
tcprouter,20,3,5,5,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,50
tcprouter,20,3,5,7,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,50
tcprouter,20,3,5,9,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,50
tcprouter,20,3,5,1,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,75
tcprouter,20,3,5,3,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,75
tcprouter,20,3,5,5,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,75
tcprouter,20,3,5,7,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,75
tcprouter,20,3,5,9,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,75
tcprouter,20,3,5,1,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,100
tcprouter,20,3,5,3,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,100
tcprouter,20,3,5,5,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,100
tcprouter,20,3,5,7,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,100
tcprouter,20,3,5,9,0,43.82,0.620,4,0.000,0,0.000,0.00000,363.1,79.80,100
tcprouter,20,3,50,1,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,10
tcprouter,20,3,50,3,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,10
tcprouter,20,3,50,5,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,10
tcprouter,20,3,50,7,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,10
tcprouter,20,3,50,9,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,10
tcprouter,20,3,50,1,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,20
tcprouter,20,3,50,3,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,20
tcprouter,20,3,50,5,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,20
tcprouter,20,3,50,7,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,20
tcprouter,20,3,50,9,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,20
tcprouter,20,3,50,1,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,50
tcprouter,20,3,50,3,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,50
tcprouter,20,3,50,5,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,50
tcprouter,20,3,50,7,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,50
tcprouter,20,3,50,9,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,50
tcprouter,20,3,50,1,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,75
tcprouter,20,3,50,3,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,75
tcprouter,20,3,50,5,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,75
tcprouter,20,3,50,7,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,75
tcprouter,20,3,50,9,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,75
tcprouter,20,3,50,1,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,100
tcprouter,20,3,50,3,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,100
tcprouter,20,3,50,5,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,100
tcprouter,20,3,50,7,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,100
tcprouter,20,3,50,9,0,39.77,0.170,5,0.000,0,0.000,0.00000,62.6,79.80,100
tcprouter,20,3,10,1,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,10
tcprouter,20,3,10,3,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,10
tcprouter,20,3,10,5,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,10
tcprouter,20,3,10,7,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,10
tcprouter,20,3,10,9,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,10
tcprouter,20,3,10,1,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,20
tcprouter,20,3,10,3,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,20
tcprouter,20,3,10,5,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,20
tcprouter,20,3,10,7,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,20
tcprouter,20,3,10,9,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,20
tcprouter,20,3,10,1,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,50
tcprouter,20,3,10,3,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,50
tcprouter,20,3,10,5,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,50
tcprouter,20,3,10,7,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,50
tcprouter,20,3,10,9,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,50
tcprouter,20,3,10,1,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,75
tcprouter,20,3,10,3,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,75
tcprouter,20,3,10,5,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,75
tcprouter,20,3,10,7,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,75
tcprouter,20,3,10,9,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,75
tcprouter,20,3,10,1,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,100
tcprouter,20,3,10,3,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,100
tcprouter,20,3,10,5,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,100
tcprouter,20,3,10,7,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,100
tcprouter,20,3,10,9,0,34.37,0.724,5,0.000,0,0.000,0.00000,312.5,79.80,100
tcprouter,20,3,100,1,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,10
tcprouter,20,3,100,3,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,10
tcprouter,20,3,100,5,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,10
tcprouter,20,3,100,7,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,10
tcprouter,20,3,100,9,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,10
tcprouter,20,3,100,1,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,20
tcprouter,20,3,100,3,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,20
tcprouter,20,3,100,5,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,20
tcprouter,20,3,100,7,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,20
tcprouter,20,3,100,9,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,20
tcprouter,20,3,100,1,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,50
tcprouter,20,3,100,3,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,50
tcprouter,20,3,100,5,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,50
tcprouter,20,3,100,7,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,50
tcprouter,20,3,100,9,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,50
tcprouter,20,3,100,1,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,75
tcprouter,20,3,100,3,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,75
tcprouter,20,3,100,5,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,75
tcprouter,20,3,100,7,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,75
tcprouter,20,3,100,9,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,75
tcprouter,20,3,100,1,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,100
tcprouter,20,3,100,3,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,100
tcprouter,20,3,100,5,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,100
tcprouter,20,3,100,7,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,100
tcprouter,20,3,100,9,0,30.10,0.198,7,0.000,0,0.000,0.00000,27.9,79.80,100
tcprouter,20,3,25,1,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,10
tcprouter,20,3,25,3,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,10
tcprouter,20,3,25,5,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,10
tcprouter,20,3,25,7,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,10
tcprouter,20,3,25,9,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,10
tcprouter,20,3,25,1,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,20
tcprouter,20,3,25,3,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,20
tcprouter,20,3,25,5,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,20
tcprouter,20,3,25,7,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,20
tcprouter,20,3,25,9,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,20
tcprouter,20,3,25,1,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,50
tcprouter,20,3,25,3,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,50
tcprouter,20,3,25,5,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,50
tcprouter,20,3,25,7,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,50
tcprouter,20,3,25,9,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,50
tcprouter,20,3,25,1,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,75
tcprouter,20,3,25,3,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,75
tcprouter,20,3,25,5,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,75
tcprouter,20,3,25,7,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,75
tcprouter,20,3,25,9,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,75
tcprouter,20,3,25,1,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,100
tcprouter,20,3,25,3,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,100
tcprouter,20,3,25,5,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,100
tcprouter,20,3,25,7,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,100
tcprouter,20,3,25,9,0,32.57,0.427,4,0.000,0,0.000,0.00000,162.2,79.80,100
tcprouter,20,3,5,1,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,10
tcprouter,20,3,5,3,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,10
tcprouter,20,3,5,5,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,10
tcprouter,20,3,5,7,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,10
tcprouter,20,3,5,9,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,10
tcprouter,20,3,5,1,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,20
tcprouter,20,3,5,3,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,20
tcprouter,20,3,5,5,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,20
tcprouter,20,3,5,7,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,20
tcprouter,20,3,5,9,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,20
tcprouter,20,3,5,1,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,50
tcprouter,20,3,5,3,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,50
tcprouter,20,3,5,5,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,50
tcprouter,20,3,5,7,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,50
tcprouter,20,3,5,9,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,50
tcprouter,20,3,5,1,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,75
tcprouter,20,3,5,3,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,75
tcprouter,20,3,5,5,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,75
tcprouter,20,3,5,7,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,75
tcprouter,20,3,5,9,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,75
tcprouter,20,3,5,1,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,100
tcprouter,20,3,5,3,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,100
tcprouter,20,3,5,5,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,100
tcprouter,20,3,5,7,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,100
tcprouter,20,3,5,9,0,35.71,0.875,4,0.000,0,0.000,0.00000,412.8,79.80,100
tcprouter,20,3,50,1,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,10
tcprouter,20,3,50,3,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,10
tcprouter,20,3,50,5,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,10
tcprouter,20,3,50,7,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,10
tcprouter,20,3,50,9,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,10
tcprouter,20,3,50,1,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,20
tcprouter,20,3,50,3,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,20
tcprouter,20,3,50,5,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,20
tcprouter,20,3,50,7,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,20
tcprouter,20,3,50,9,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,20
tcprouter,20,3,50,1,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,50
tcprouter,20,3,50,3,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,50
tcprouter,20,3,50,5,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,50
tcprouter,20,3,50,7,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,50
tcprouter,20,3,50,9,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,50
tcprouter,20,3,50,1,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,75
tcprouter,20,3,50,3,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,75
tcprouter,20,3,50,5,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,75
tcprouter,20,3,50,7,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,75
tcprouter,20,3,50,9,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,75
tcprouter,20,3,50,1,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,100
tcprouter,20,3,50,3,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,100
tcprouter,20,3,50,5,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,100
tcprouter,20,3,50,7,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,100
tcprouter,20,3,50,9,0,31.52,0.243,5,0.000,0,0.000,0.00000,74.7,79.80,100
