cwnd avg result
f20 43.787
f21 42.9624
f22 43.6022
f23 42.3687
f24 43.7926
f25 43.5653
f26 43.9111
f27 43.715
f28 43.4064
f29 42.6911
f30 43.2827
f31 43.0834
f32 43.8141
f33 43.6559
f34 43.7274
f35 43.3702
f36 40.4042
f37 43.4012
f38 41.322
f39 43.8219
f40 43.1261
f41 42.1455
f42 41.9396
f43 42.6367
f44 45.3066
f45 43.531
f46 42.0619
f47 41.2973
f48 47.1108
f49 43.2196
Total_among_flows 42.9654
------------------------------------

